PassengerId,Survived,Pclass,Name,Age,SibSp,Parch,Fare,Sex_male,Embarked_Q,Embarked_S
925,1,3,"Johnston, Mrs. Andrew G (Elizabeth Lily"" Watson)""",0.3538177502307794,1,2,0.04577135170121086,0,0,1
926,0,1,"Mock, Mr. Philipp Edmund",0.3933799287880786,1,0,0.11272049299551928,1,0,0
927,0,3,"Katavelas, Mr. Vassilios (Catavelas Vassilios"")""",0.24172491098509827,0,0,0.014110458666029575,1,0,0
928,1,3,"Roth, Miss. Sarah A",0.3538177502307794,0,0,0.015712553569072387,0,0,1
929,1,3,"Cacic, Miss. Manda",0.27469339311618096,0,0,0.016908073949327893,0,0,1
930,0,3,"Sap, Mr. Julius",0.32744296452591326,0,0,0.018542765081513996,1,0,1
931,0,3,"Hee, Mr. Ling",0.3538177502307794,0,0,0.11027245763075773,1,0,1
932,0,3,"Karun, Mr. Franz",0.5120664644599763,0,1,0.026187654344120927,1,0,0
933,0,1,"Franklin, Mr. Thomas Parham",0.3538177502307794,0,0,0.051822148727810165,1,0,1
934,0,3,"Goldsmith, Mr. Nathan",0.5384412501648425,0,0,0.0153221795673563,1,0,1
935,1,2,"Corbett, Mrs. Walter H (Irene Colvin)",0.3933799287880786,0,0,0.025374310111545468,0,0,1
936,1,1,"Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)",0.5911908215745747,1,0,0.10257896680493714,0,0,1
937,0,3,"Peltomaki, Mr. Nikolai Johannes",0.32744296452591326,0,0,0.015468569817999833,1,0,1
938,0,1,"Chevre, Mr. Paul Romaine",0.5911908215745747,0,0,0.057970539254838485,1,0,0
939,0,3,"Shaughnessy, Mr. Patrick",0.3538177502307794,0,0,0.015126992566498259,1,1,0
940,1,1,"Bucknell, Mrs. William Robert (Emma Eliza Ward)",0.7890017143610708,0,0,0.14891148113361488,0,0,0
941,1,3,"Coutts, Mrs. William (Winnie Minnie"" Treanor)""",0.47250428590267707,0,2,0.031034733136428686,0,0,1
942,0,1,"Smith, Mr. Lucien Philip",0.31425557167348017,1,0,0.11711220051482524,1,0,1
943,0,2,"Pulbaum, Mr. Franz",0.3538177502307794,0,0,0.029343047399992037,1,0,0
944,1,2,"Hocking, Miss. Ellen Nellie""""",0.2615060002637479,2,1,0.044893010197349675,0,0,1
945,1,1,"Fortune, Miss. Ethel Flora",0.36700514308321247,3,2,0.5133418122566507,0,0,1
946,0,2,"Mangiavacchi, Mr. Serafino Emilio",0.3538177502307794,0,0,0.03040857323767609,1,0,0
947,0,3,"Rice, Master. Albert",0.12963207173941713,4,1,0.05684821399990475,1,1,0
948,0,3,"Cor, Mr. Bartol",0.459316893050244,0,0,0.015411575213749286,1,0,1
949,0,3,"Abelseth, Mr. Olaus Jorgensen",0.32744296452591326,0,0,0.014931805565640218,1,0,1
950,0,3,"Davison, Mr. Thomas Henry",0.3538177502307794,1,0,0.031425107138144774,1,0,1
951,1,1,"Chaudanson, Miss. Victorine",0.47250428590267707,0,0,0.5121218935012878,0,0,0
952,0,3,"Dika, Mr. Mirko",0.22194382170644866,0,0,0.015411575213749286,1,0,1
953,0,2,"McCrae, Mr. Arthur Gordon",0.41975471449294477,0,0,0.026350245115835676,1,0,1
954,0,3,"Bjorklund, Mr. Ernst Herbert",0.23513121455888172,0,0,0.015126992566498259,1,0,1
955,1,3,"Bradley, Miss. Bridget Delia",0.287880785968614,0,0,0.015078195816283748,0,1,0
956,0,1,"Ryerson, Master. John Borie",0.16919425029671636,2,2,0.5121218935012878,1,0,0
957,1,2,"Corey, Mrs. Percy C (Mary Phyllis Elizabeth Miller)",0.3538177502307794,0,0,0.04098927018018883,0,0,1
958,1,3,"Burns, Miss. Mary Delia",0.23513121455888172,0,0,0.01537917417160685,0,1,0
959,0,1,"Moore, Mr. Clarence Bloomfield",0.6175656072794409,0,0,0.08275928836380983,1,0,1
960,0,1,"Tucker, Mr. Gilbert Milligan Jr",0.4065673216405117,0,0,0.05570149036986375,1,0,0
961,1,1,"Fortune, Mrs. Mark (Mary McDougald)",0.7890017143610708,1,4,0.5133418122566507,0,0,1
962,1,3,"Mulvihill, Miss. Bertha E",0.31425557167348017,0,0,0.015126992566498259,0,1,0
963,0,3,"Minkoff, Mr. Lazar",0.27469339311618096,0,0,0.015411575213749286,1,0,1
964,1,3,"Nieminen, Miss. Manta Josefina",0.38019253593564556,0,0,0.015468569817999833,0,0,1
965,0,1,"Ovies y Rodriguez, Mr. Servando",0.373598839509429,0,0,0.05410739813385612,1,0,0
966,1,1,"Geiger, Miss. Amalie",0.459316893050244,0,0,0.41282050681475896,0,0,0
967,0,1,"Keeping, Mr. Edwin",0.4263484109191613,0,0,0.41282050681475896,1,0,0
968,0,3,"Miles, Mr. Frank",0.3538177502307794,0,0,0.015712553569072387,1,0,1
969,1,1,"Cornell, Mrs. Robert Clifford (Malvina Helen Lamson)",0.7230647500989055,2,0,0.05016305922051681,0,0,1
970,0,2,"Aldworth, Mr. Charles Augustus",0.3933799287880786,0,0,0.025374310111545468,1,0,1
971,1,3,"Doyle, Miss. Elizabeth",0.31425557167348017,0,0,0.015126992566498259,0,1,0
972,0,3,"Boulos, Master. Akar",0.07688250032968483,1,1,0.029757819776815374,1,0,0
973,0,1,"Straus, Mr. Isidor",0.8813134643281024,1,0,0.4328841690069588,1,0,1
974,0,1,"Case, Mr. Howard Brown",0.643940392984307,0,0,0.050748620223090936,1,0,1
975,0,3,"Demetri, Mr. Marinko",0.3538177502307794,0,0,0.015411575213749286,1,0,1
976,0,2,"Lamb, Mr. John Joseph",0.3538177502307794,0,0,0.020901209612881715,1,1,0
977,0,3,"Khalil, Mr. Betros",0.3538177502307794,1,0,0.028212719478023115,1,0,0
978,1,3,"Barry, Miss. Julia",0.3538177502307794,0,0,0.01537917417160685,0,1,0
979,1,3,"Badman, Miss. Emily Louisa",0.23513121455888172,0,0,0.015712553569072387,0,0,1
980,1,3,"O'Donoghue, Ms. Bridget",0.3538177502307794,0,0,0.015126992566498259,0,1,0
981,0,2,"Wells, Master. Ralph Lester",0.024132928919952525,1,1,0.044893010197349675,1,0,1
982,1,3,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",0.287880785968614,1,0,0.027130993119267845,0,0,1
983,0,3,"Pedersen, Mr. Olaf",0.3538177502307794,0,0,0.015175789316712771,1,0,1
984,1,1,"Davidson, Mrs. Thornton (Orian Hays)",0.3538177502307794,1,2,0.10149724044618187,0,0,1
985,0,3,"Guest, Mr. Robert",0.3538177502307794,0,0,0.015712553569072387,1,0,1
986,0,1,"Birnbaum, Mr. Jakob",0.32744296452591326,0,0,0.050748620223090936,1,0,0
987,0,3,"Tenglin, Mr. Gunnar Isidor",0.32744296452591326,0,0,0.015216388212891242,1,0,1
988,1,1,"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)",1.0,1,0,0.15390495017656614,0,0,1
989,0,3,"Makinen, Mr. Kalle Edvard",0.38019253593564556,0,0,0.015468569817999833,1,0,1
990,1,3,"Braf, Miss. Elin Ester Maria",0.2615060002637479,0,0,0.015330377421392339,0,0,1
991,0,3,"Nancarrow, Mr. William Henry",0.43294210734537786,0,0,0.015712553569072387,1,0,1
992,1,1,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",0.5648160358697086,1,0,0.1082149914547131,0,0,0
993,0,2,"Weisz, Mr. Leopold",0.3538177502307794,1,0,0.050748620223090936,1,0,1
994,0,3,"Foley, Mr. William",0.3538177502307794,0,0,0.015126992566498259,1,1,0
995,0,3,"Johansson Palmquist, Mr. Oskar Leander",0.34063035737834635,0,0,0.015175789316712771,1,0,1
996,1,3,"Thomas, Mrs. Alexander (Thamine Thelma"")""",0.20875642885401557,1,1,0.016623491302076868,0,0,0
997,0,3,"Holthen, Mr. Johan Martin",0.36700514308321247,0,0,0.04396587194327397,1,0,1
998,0,3,"Buckley, Mr. Daniel",0.27469339311618096,0,0,0.015265184963105752,1,1,0
999,0,3,"Ryan, Mr. Edward",0.3538177502307794,0,0,0.015126992566498259,1,1,0
1000,0,3,"Willer, Mr. Aaron (Abi Weller"")""",0.3538177502307794,0,0,0.017005667449756914,1,0,1
1001,0,2,"Swane, Mr. George",0.24172491098509827,0,0,0.025374310111545468,1,0,1
1002,0,2,"Stanton, Mr. Samuel Ward",0.5384412501648425,0,0,0.02936744577509929,1,0,0
1003,1,3,"Shine, Miss. Ellen Natalia",0.3538177502307794,0,0,0.015183987170748809,0,1,0
1004,1,1,"Evans, Miss. Edith Corse",0.47250428590267707,0,0,0.06183368037582086,0,0,0
1005,1,3,"Buckley, Miss. Katherine",0.24172491098509827,0,0,0.014216054833493776,0,1,0
1006,1,1,"Straus, Mrs. Isidor (Rosalie Ida Blun)",0.8285638929183701,1,0,0.4328841690069588,0,0,1
1007,0,3,"Chronopoulos, Mr. Demetrios",0.23513121455888172,1,0,0.028212719478023115,1,0,0
1008,0,3,"Thomas, Mr. John",0.3538177502307794,0,0,0.012565163180236457,1,0,0
1009,1,3,"Sandstrom, Miss. Beatrice Irene",0.010945536067519452,1,1,0.03259622914329302,0,0,1
1010,0,1,"Beattie, Mr. Thomson",0.47250428590267707,0,0,0.1468620176246054,1,0,0
1011,1,2,"Chapman, Mrs. John Henry (Sara Elizabeth Lawry)",0.38019253593564556,1,0,0.050748620223090936,0,0,1
1012,1,2,"Watt, Miss. Bertha J",0.15600685744428328,0,0,0.030741952635141623,0,0,1
1013,0,3,"Kiernan, Mr. John",0.3538177502307794,1,0,0.015126992566498259,1,1,0
1014,1,1,"Schabert, Mrs. Paul (Emma Mock)",0.459316893050244,1,0,0.11272049299551928,0,0,0
1015,0,3,"Carver, Mr. Alfred John",0.36700514308321247,0,0,0.014151057562208049,1,0,1
1016,0,3,"Kennedy, Mr. John",0.3538177502307794,0,0,0.015126992566498259,1,1,0
1017,1,3,"Cribb, Miss. Laura Alice",0.22194382170644866,0,1,0.031425107138144774,0,0,1
1018,0,3,"Brobeck, Mr. Karl Rudolf",0.287880785968614,0,0,0.015216388212891242,1,0,1
1019,1,3,"McCoy, Miss. Alicia",0.3538177502307794,2,0,0.04538097769949478,0,1,0
1020,0,2,"Bowenur, Mr. Solomon",0.5516286430172755,0,0,0.025374310111545468,1,0,1
1021,0,3,"Petersen, Mr. Marius",0.31425557167348017,0,0,0.015712553569072387,1,0,1
1022,0,3,"Spinner, Mr. Henry John",0.41975471449294477,0,0,0.015712553569072387,1,0,1
1023,0,1,"Gracie, Col. Archibald IV",0.6966899643940393,0,0,0.055628295244541985,1,0,0
1024,1,3,"Lefebre, Mrs. Frank (Frances)",0.3538177502307794,0,4,0.049707687947515,0,0,1
1025,0,3,"Thomas, Mr. Charles P",0.3538177502307794,1,0,0.012565163180236457,1,0,0
1026,0,3,"Dintcheff, Mr. Valtcho",0.5648160358697086,0,0,0.015411575213749286,1,0,1
1027,0,3,"Carlsson, Mr. Carl Robert",0.31425557167348017,0,0,0.015330377421392339,1,0,1
1028,0,3,"Zakarian, Mr. Mapriededer",0.34722405380456284,0,0,0.014102260811993537,1,0,0
1029,0,2,"Schmidt, Mr. August",0.34063035737834635,0,0,0.025374310111545468,1,0,1
1030,1,3,"Drapkin, Miss. Jennie",0.3010681788210471,0,0,0.015712553569072387,0,0,1
1031,0,3,"Goodwin, Mr. Charles Frederick",0.5252538573124094,1,6,0.09154270340242172,1,0,1
1032,1,3,"Goodwin, Miss. Jessie Allis",0.12963207173941713,5,2,0.09154270340242172,0,0,1
1033,1,1,"Daniels, Miss. Sarah",0.43294210734537786,0,0,0.29580589980036276,0,0,1
1034,0,1,"Ryerson, Mr. Arthur Larned",0.8021891072135039,1,3,0.5121218935012878,1,0,0
1035,0,2,"Beauchamp, Mr. Henry James",0.36700514308321247,0,0,0.050748620223090936,1,0,1
1036,0,1,"Lindeberg-Lind, Mr. Erik Gustaf (Mr Edward Lingrey"")""",0.5516286430172755,0,0,0.051822148727810165,1,0,1
1037,0,3,"Vander Planke, Mr. Julius",0.4065673216405117,3,0,0.03513366015444757,1,0,1
1038,0,1,"Hilliard, Mr. Herbert Henry",0.3538177502307794,0,0,0.10122885832000206,1,0,1
1039,0,3,"Davies, Mr. Evan",0.287880785968614,0,0,0.015712553569072387,1,0,1
1040,0,1,"Crafton, Mr. John Bertram",0.3538177502307794,0,0,0.051822148727810165,1,0,1
1041,0,2,"Lahtinen, Rev. William",0.3933799287880786,1,1,0.050748620223090936,1,0,1
1042,1,1,"Earnshaw, Mrs. Boulton (Olive Potter)",0.3010681788210471,0,1,0.16231419173453318,0,0,0
1043,0,3,"Matinoff, Mr. Nicola",0.3538177502307794,0,0,0.015411575213749286,1,0,0
1044,0,3,"Storey, Mr. Thomas",0.7955954107872873,0,0,0.028212719478023115,1,0,1
1045,1,3,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",0.47250428590267707,0,2,0.023780217875537836,0,0,1
1046,0,3,"Asplund, Master. Filip Oscar",0.16919425029671636,4,2,0.06126431989431795,1,0,1
1047,0,3,"Duquemin, Mr. Joseph",0.31425557167348017,0,0,0.014736618564782174,1,0,1
1048,1,1,"Bird, Miss. Ellen",0.38019253593564556,0,0,0.4328841690069588,0,0,1
1049,1,3,"Lundin, Miss. Olga Elida",0.3010681788210471,0,0,0.015330377421392339,0,0,1
1050,0,1,"Borebank, Mr. John James",0.5516286430172755,0,0,0.051822148727810165,1,0,1
1051,1,3,"Peacock, Mrs. Benjamin (Edith Nile)",0.34063035737834635,0,2,0.026887009368195294,0,0,1
1052,1,3,"Smyth, Miss. Julia",0.3538177502307794,0,0,0.015094396337354966,0,1,0
1053,0,3,"Touma, Master. Georges Youssef",0.0900698931821179,1,1,0.029757819776815374,1,0,0
1054,1,2,"Wright, Miss. Marion",0.34063035737834635,0,0,0.026350245115835676,0,0,1
1055,0,3,"Pearce, Mr. Ernest",0.3538177502307794,0,0,0.013663090060062943,1,0,1
1056,0,2,"Peruschitz, Rev. Joseph Maria",0.5384412501648425,0,0,0.025374310111545468,1,0,1
1057,1,3,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",0.34063035737834635,1,1,0.04298993693898376,0,0,1
1058,0,1,"Brandeis, Mr. Emil",0.630753000131874,0,0,0.09856123757927521,1,0,0
1059,0,3,"Ford, Mr. Edward Watson",0.23513121455888172,2,2,0.06709553154495196,1,0,1
1060,1,1,"Cassebeer, Mrs. Henry Arthur Jr (Eleanor Genevieve Fosdick)",0.3538177502307794,0,0,0.05410739813385612,0,0,0
1061,1,3,"Hellstrom, Miss. Hilda Maria",0.287880785968614,0,0,0.01749363495190202,0,0,1
1062,0,3,"Lithman, Mr. Simon",0.3538177502307794,0,0,0.014736618564782174,1,0,1
1063,0,3,"Zakarian, Mr. Ortin",0.3538177502307794,0,0,0.014102260811993537,1,0,0
1064,0,3,"Dyker, Mr. Adolf Fredrik",0.3010681788210471,1,0,0.027130993119267845,1,0,1
1065,0,3,"Torfa, Mr. Assad",0.3538177502307794,0,0,0.014110458666029575,1,0,0
1066,0,3,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",0.5252538573124094,1,5,0.06126431989431795,1,0,1
1067,1,2,"Brown, Miss. Edith Eileen",0.19556903600158249,0,2,0.07612293033463641,0,0,1
1068,1,2,"Sincock, Miss. Maude",0.2615060002637479,0,0,0.07173122281533045,0,0,1
1069,0,1,"Stengel, Mr. Charles Emil Henry",0.7098773572464724,1,0,0.1082149914547131,1,0,0
1070,1,2,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",0.47250428590267707,0,3,0.07612293033463641,0,0,1
1071,1,1,"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)",0.8417512857708032,0,2,0.16231419173453318,0,0,0
1072,0,2,"McCrie, Mr. James Matthew",0.3933799287880786,0,0,0.025374310111545468,1,0,1
1073,0,1,"Compton, Mr. Alexander Taylor Jr",0.48569167875511016,1,1,0.16231419173453318,1,0,0
1074,1,1,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",0.23513121455888172,1,0,0.10364429745562033,0,0,1
1075,0,3,"Lane, Mr. Patrick",0.3538177502307794,0,0,0.015126992566498259,1,1,0
1076,1,1,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",0.3538177502307794,1,1,0.4831284260198326,0,0,0
1077,0,2,"Maybery, Mr. Frank Hubert",0.5252538573124094,0,0,0.03122992013728673,1,0,1
1078,1,2,"Phillips, Miss. Alice Frances Louisa",0.27469339311618096,0,1,0.04098927018018883,0,0,1
1079,0,3,"Davies, Mr. Joseph",0.22194382170644866,2,0,0.015712553569072387,1,0,1
1080,1,3,"Sage, Miss. Ada",0.3538177502307794,8,2,0.13575255909676825,0,0,1
1081,0,2,"Veal, Mr. James",0.5252538573124094,0,0,0.025374310111545468,1,0,1
1082,0,2,"Angle, Mr. William A",0.44612950019781095,1,0,0.050748620223090936,1,0,1
1083,0,1,"Salomon, Mr. Abraham L",0.3538177502307794,0,0,0.050748620223090936,1,0,1
1084,0,3,"van Billiard, Master. Walter John",0.14941316101806673,1,1,0.028302115124416098,1,0,1
1085,0,2,"Lingane, Mr. John",0.8021891072135039,0,0,0.024105594605968193,1,1,0
1086,0,2,"Drew, Master. Marshall Brines",0.10325728603455098,0,2,0.06343577527886367,1,0,1
1087,0,3,"Karlsson, Mr. Julius Konrad Eugen",0.43294210734537786,0,0,0.015330377421392339,1,0,1
1088,0,1,"Spedden, Master. Robert Douglas",0.07688250032968483,0,2,0.2625265161540666,1,0,0
1089,1,3,"Nilsson, Miss. Berta Olivia",0.23513121455888172,0,0,0.015175789316712771,0,0,1
1090,0,2,"Baimbrigge, Mr. Charles Robert",0.3010681788210471,0,0,0.020494635090094415,1,0,1
1091,1,3,"Rasmussen, Mrs. (Lena Jacobsen Solvang)",0.3538177502307794,0,0,0.015834545444608664,0,0,1
1092,1,3,"Murphy, Miss. Nora",0.3538177502307794,0,0,0.030253985132996517,0,1,0
1093,0,3,"Danbom, Master. Gilbert Sigvard Emanuel",0.002109982856389292,0,2,0.028106928123558056,1,0,1
1094,0,1,"Astor, Col. John Jacob",0.6175656072794409,1,0,0.4440992237022602,1,0,0
1095,1,2,"Quick, Miss. Winifred Vera",0.10325728603455098,1,1,0.050748620223090936,0,0,1
1096,0,2,"Andrew, Mr. Frank Thomas",0.32744296452591326,0,0,0.020494635090094415,1,0,1
1097,0,1,"Omont, Mr. Alfred Fernand",0.3538177502307794,0,0,0.05024445219987461,1,0,0
1098,1,3,"McGowan, Miss. Katherine",0.459316893050244,0,0,0.015126992566498259,0,1,0
1099,0,2,"Collett, Mr. Sidney C Stuart",0.31425557167348017,0,0,0.020494635090094415,1,0,1
1100,1,1,"Rosenbaum, Miss. Edith Louise",0.43294210734537786,0,0,0.05410739813385612,0,0,0
1101,0,3,"Delalic, Mr. Redjo",0.32744296452591326,0,0,0.015411575213749286,1,0,1
1102,0,3,"Andersen, Mr. Albert Karvin",0.41975471449294477,0,0,0.04396587194327397,1,0,1
1103,0,3,"Finoli, Mr. Luigi",0.3538177502307794,0,0,0.013760683560491965,1,0,1
1104,0,2,"Deacon, Mr. Percy William",0.22194382170644866,0,0,0.1434624456306609,1,0,1
1105,1,2,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",0.7890017143610708,1,0,0.050748620223090936,0,0,1
1106,1,3,"Andersson, Miss. Ida Augusta Margareta",0.4988790716075432,4,2,0.015175789316712771,0,0,1
1107,0,1,"Head, Mr. Christopher",0.5516286430172755,0,0,0.08295447536466788,1,0,1
1108,1,3,"Mahon, Miss. Bridget Delia",0.3538177502307794,0,0,0.01537917417160685,0,1,0
1109,0,1,"Wick, Mr. George Dennick",0.7494395358037717,1,1,0.32179836714362564,1,0,1
1110,1,1,"Widener, Mrs. George Dunton (Eleanor Elkins)",0.6571277858367401,1,1,0.41282050681475896,0,0,0
1111,0,3,"Thomson, Mr. Alexander Morrison",0.3538177502307794,0,0,0.015712553569072387,1,0,1
1112,1,2,"Duran y More, Miss. Florentina",0.3933799287880786,1,0,0.027049600139910042,0,0,0
1113,0,3,"Reynolds, Mr. Harold J",0.27469339311618096,0,0,0.015712553569072387,1,0,1
1114,1,2,"Cook, Mrs. (Selena Rogers)",0.287880785968614,0,0,0.020494635090094415,0,0,1
1115,0,3,"Karlsson, Mr. Einar Gervasius",0.27469339311618096,0,0,0.015216388212891242,1,0,1
1116,1,1,"Candee, Mrs. Edward (Helen Churchill Hungerford)",0.6966899643940393,0,0,0.0535706338814965,0,0,0
1117,1,3,"Moubarek, Mrs. George (Omine Amenia"" Alexander)""",0.3538177502307794,0,2,0.029757819776815374,0,0,0
1118,0,3,"Asplund, Mr. Johan Charles",0.3010681788210471,0,0,0.015216388212891242,1,0,1
1119,1,3,"McNeill, Miss. Bridget",0.3538177502307794,0,0,0.015126992566498259,0,1,0
1120,0,3,"Everett, Mr. Thomas James",0.5318475537386259,0,0,0.029473237129564348,1,0,1
1121,0,2,"Hocking, Mr. Samuel James Metcalfe",0.47250428590267707,0,0,0.025374310111545468,1,0,1
1122,0,2,"Sweet, Mr. George Frederick",0.18238164314914942,0,0,0.12687155055772734,1,0,1
1123,1,1,"Willard, Miss. Constance",0.27469339311618096,0,0,0.051822148727810165,0,0,1
1124,0,3,"Wiklund, Mr. Karl Johan",0.27469339311618096,1,0,0.012678957201736696,1,0,1
1125,0,3,"Linehan, Mr. Michael",0.3538177502307794,0,0,0.01537917417160685,1,1,0
1126,0,1,"Cumings, Mr. John Bradley",0.5120664644599763,1,0,0.13913573538264068,1,0,0
1127,0,3,"Vendel, Mr. Olof Edvin",0.2615060002637479,0,0,0.015330377421392339,1,0,1
1128,0,1,"Warren, Mr. Frank Manley",0.8417512857708032,1,0,0.14687821814567664,1,0,0
1129,0,3,"Baccos, Mr. Raffull",0.2615060002637479,0,0,0.014102260811993537,1,0,0
1130,1,2,"Hiltunen, Miss. Marta",0.23513121455888172,1,1,0.025374310111545468,0,0,1
1131,1,1,"Douglas, Mrs. Walter Donald (Mahala Dutton)",0.630753000131874,1,0,0.20772776566317125,0,0,0
1132,1,1,"Lindstrom, Mrs. Carl Johan (Sigrid Posse)",0.7230647500989055,0,0,0.05410739813385612,0,0,0
1133,1,2,"Christy, Mrs. (Alice Frances)",0.5911908215745747,0,2,0.05855610025741262,0,0,1
1134,0,1,"Spedden, Mr. Frederic Oakley",0.5911908215745747,1,1,0.2625265161540666,1,0,0
1135,0,3,"Hyman, Mr. Abraham",0.3538177502307794,0,0,0.015395374692678068,1,0,1
1136,0,3,"Johnston, Master. William Arthur Willie""""",0.3538177502307794,1,2,0.04577135170121086,1,0,1
1137,0,1,"Kenyon, Mr. Frederick R",0.5384412501648425,1,0,0.10122885832000206,1,0,1
1138,1,2,"Karnes, Mrs. J Frank (Claire Bennett)",0.287880785968614,0,0,0.04098927018018883,0,0,1
1139,0,2,"Drew, Mr. James Vivian",0.5516286430172755,1,1,0.06343577527886367,1,0,1
1140,1,2,"Hold, Mrs. Stephen (Annie Margaret Hill)",0.38019253593564556,1,0,0.050748620223090936,0,0,1
1141,1,3,"Khalil, Mrs. Betros (Zahie Maria"" Elias)""",0.3538177502307794,1,0,0.028212719478023115,0,0,0
1142,1,2,"West, Miss. Barbara J",0.009890544639324808,1,2,0.05416439273810667,0,0,1
1143,0,3,"Abrahamsson, Mr. Abraham August Johannes",0.2615060002637479,0,0,0.015468569817999833,1,0,1
1144,0,1,"Clark, Mr. Walter Miller",0.3538177502307794,1,0,0.26697521827762305,1,0,0
1145,0,3,"Salander, Mr. Karl Johan",0.31425557167348017,0,0,0.01820118783001242,1,0,1
1146,0,3,"Wenzel, Mr. Linhart",0.4263484109191613,0,0,0.018542765081513996,1,0,1
1147,0,3,"MacKay, Mr. George William",0.3538177502307794,0,0,0.014736618564782174,1,0,1
1148,0,3,"Mahon, Mr. John",0.3538177502307794,0,0,0.015126992566498259,1,1,0
1149,0,3,"Niklasson, Mr. Samuel",0.36700514308321247,0,0,0.015712553569072387,1,0,1
1150,1,2,"Bentham, Miss. Lilian W",0.24831860741131478,0,0,0.025374310111545468,0,0,1
